web-scraper-order,web-scraper-start-url,news
"1723036728-1","https://www.nbe.com.eg/NBE/E/#/AR/ProductDetails?inParams=%7B%22CategoryID%22%3A%22NewsCat1ID%22%2C%22ProductID%22%3A%22%D8%AA%D9%86%D9%88%D9%8A%D9%87%20%D8%B9%D9%86%20%D8%A5%D9%84%D8%BA%D8%A7%D8%A1%20%D9%85%D9%8A%D8%B2%D8%A9%20%D8%A7%D9%84%D8%B3%D8%AD%D8%A8%20%D8%B9%D9%84%D9%8A%20%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D8%A6%D8%B2%20%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AA%D9%88%D9%81%D9%8A%D8%B1_18784%22%7D","عميلنا العزيز

برجاء العلم بأنه قد تم إلغاء ميزة السحب علي الجوائز للحسابات التالية :
        حساب توفير المدخر الصغير بالعملة المحلية.     حساب التوفير بعملة الدولار الأمريكي- الجنيه الإسترليني ."
