web-scraper-order,web-scraper-start-url,news
"1723040941-1","https://www.nbe.com.eg/NBE/E/#/AR/ProductDetails?inParams=%7B%22CategoryID%22%3A%22NewsCat1ID%22%2C%22ProductID%22%3A%22%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA%20%D8%AD%D8%B3%D8%A7%D8%A8%20%D8%AA%D9%88%D9%81%D9%8A%D8%B1%20%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84_18702%22%7D","عميلنا العزيز
يرجي العلم انه قد تم اجراء بعض التعديلات علي محددات حساب توفير المستقبل وهي كالتالي :
	من لهم حق فتح الحساب : العملاء بدءاً من 16 سنة و بدون حد اقصي.
		الحد الأقصى لرصيد الحساب : 500 الف جم 
	الحد الأقصى الشهري لحركات  الخصم من الحساب  : 100 الف جم
		الحد الأقصى اليومي لحركات الخصم من الحساب : 30 الف جم
لمزيد من التفاصيل يرجي الضغط علي اللينك التالي :   ""Click Here"""
