web-scraper-order,web-scraper-start-url,investors
"1723041607-1","https://www.nbe.com.eg/NBE/E/#/AR/ProductDetails?inParams=%7B%22CategoryID%22%3A%22NewsCat1ID%22%2C%22ProductID%22%3A%22%D8%AA%D9%86%D9%88%D9%8A%D9%87%20%D9%84%D8%AD%D9%85%D9%84%D8%A9%20%D9%88%D8%AB%D8%A7%D8%A6%D9%82%20%D8%B5%D9%86%D8%A7%D8%AF%D9%8A%D9%82%20%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83%20%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%20%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A_18831%22%7D","السادة حملة وثائق صناديق استثمار البنك الأهلي المصري:


  

	الخامس ذو العائد الدوري التراكمي والجوائز
صندوق استثمار البنك الأهلي المصري وبنك البركة ذو العائد الدوري التراكمي (بشائر) 
	السابع ذو العائد التراكمي والتوزيع الدوري (صندوق الصناديق المصرية) 
	صندوق الاستثمار في أدوات الدخل الثابت ذو العائد الربع سنوي (الواعد) 








يرجي العلم أنه نظرا لتغيير شركات خدمات الإدارة لصناديق استثمار البنك الأهلي المصري المذكورة بعالية، سوف يتم إرسال كشوف الحساب الربع سنوية عن الفترة المالية المنتهية في 31/3/2024 ورقيا، علما بأنه سوف تقوم شركة خدمات الإدارة بإرسال كشوف الحساب الربع سنوية للسادة حملة وثائق تلك الصناديق على البريد الإلكتروني الخاص بهم اعتبارًا من الفترة المالية المنتهية في 30/6/2024."
